"96","2","VISUAL","5","32","1","0"
"97","2","VISUAL","6","32","1","0"
"98","2","VISUAL","7","32","1","0"
"99","2","VISUAL","8","32","1","0"
"100","2","VISUAL","9","32","1","0"
"101","2","VERBAL","0","5","1","1"
"102","2","VERBAL","1","5","1","1"
"103","2","VERBAL","2","6","1","1"
"104","2","VERBAL","3","7","0","1"
"105","2","VERBAL","4","7","1","1"
"106","2","VERBAL","5","6","1","1"
"107","2","VERBAL","6","8","0","1"
"108","2","VERBAL","7","7","1","1"
"109","2","VERBAL","8","7","1","1"
"110","2","VERBAL","9","6","0","1"
"111","2","VERBAL","10","6","0","1"
"112","2","VERBAL","11","7","1","1"
"113","2","VERBAL","12","6","1","1"
"114","2","VERBAL","13","6","0","1"
"115","2","VERBAL","14","6","0","1"
"116","2","VERBAL","0","6","1","0"
"117","2","VERBAL","1","6","1","0"
"118","2","VERBAL","2","6","0","0"
"119","2","VERBAL","3","6","0","0"
"120","2","VERBAL","4","6","1","0"
"121","2","VERBAL","5","6","1","0"
"122","2","VERBAL","6","6","0","0"
"123","2","VERBAL","7","6","1","0"
"124","2","VERBAL","8","6","1","0"
"125","2","VERBAL","9","6","1","0"
"126","2","KINESTHETIC","0","27","0","1"
"127","2","KINESTHETIC","1","18","1","1"
"128","2","KINESTHETIC","2","21","1","1"
"129","2","KINESTHETIC","3","19","0","1"
"130","2","KINESTHETIC","4","16","1","1"
"131","2","KINESTHETIC","5","18","1","1"
"132","2","KINESTHETIC","6","19","1","1"
"133","2","KINESTHETIC","7","15","0","1"
"134","2","KINESTHETIC","8","18","1","1"
"135","2","KINESTHETIC","9","15","1","1"
"136","2","KINESTHETIC","10","18","1","1"
"137","2","KINESTHETIC","11","16","1","1"
"138","2","KINESTHETIC","12","18","1","1"
"139","2","KINESTHETIC","13","19","1","1"
"140","2","KINESTHETIC","14","20","0","1"
"141","2","KINESTHETIC","0","58","0","0"
"142","2","KINESTHETIC","1","58","0","0"
"143","2","KINESTHETIC","2","58","0","0"
"144","2","KINESTHETIC","3","58","0","0"
"145","2","KINESTHETIC","4","58","0","0"
"146","2","KINESTHETIC","5","58","0","0"
"147","2","KINESTHETIC","6","58","0","0"
"148","2","KINESTHETIC","7","58","0","0"
"149","2","KINESTHETIC","8","58","0","0"
"150","2","KINESTHETIC","9","58","0","0"
"151","3","KINESTHETIC","0","31","1","1"
"152","3","KINESTHETIC","1","36","1","1"
"153","3","KINESTHETIC","2","41","1","1"
"154","3","KINESTHETIC","3","52","0","1"
"155","3","KINESTHETIC","4","50","0","1"
"156","3","KINESTHETIC","5","42","0","1"
"157","3","KINESTHETIC","6","36","1","1"
"158","3","KINESTHETIC","7","37","0","1"
"159","3","KINESTHETIC","8","39","0","1"
"160","3","KINESTHETIC","9","36","1","1"
"161","3","KINESTHETIC","10","35","1","1"
"162","3","KINESTHETIC","11","39","0","1"
"163","3","KINESTHETIC","12","39","1","1"
"164","3","KINESTHETIC","13","36","0","1"
"165","3","KINESTHETIC","14","32","1","1"
"166","3","KINESTHETIC","0","36","0","0"
"167","3","KINESTHETIC","1","36","0","0"
"168","3","KINESTHETIC","2","36","1","0"
"169","3","KINESTHETIC","3","36","0","0"
"170","3","KINESTHETIC","4","36","1","0"
"171","3","KINESTHETIC","5","36","1","0"
"172","3","KINESTHETIC","6","36","0","0"
"173","3","KINESTHETIC","7","36","0","0"
"174","3","KINESTHETIC","8","36","0","0"
"175","3","KINESTHETIC","9","36","1","0"
"176","3","VERBAL","0","4","0","1"
"177","3","VERBAL","1","4","0","1"
"178","3","VERBAL","2","3","0","1"
"179","3","VERBAL","3","2","1","1"
"180","3","VERBAL","4","1","1","1"
"181","3","VERBAL","5","2","1","1"
"182","3","VERBAL","6","2","1","1"
"183","3","VERBAL","7","1","1","1"
"184","3","VERBAL","8","1","1","1"
"185","3","VERBAL","9","1","0","1"
"186","3","VERBAL","10","1","1","1"
"187","3","VERBAL","11","1","1","1"
"188","3","VERBAL","12","1","1","1"
"189","3","VERBAL","13","2","1","1"
"190","3","VERBAL","14","2","1","1"
"191","3","VERBAL","0","2","1","0"
"192","3","VERBAL","1","2","1","0"
"193","3","VERBAL","2","2","1","0"
"194","3","VERBAL","3","2","1","0"
"195","3","VERBAL","4","2","0","0"
"196","3","VERBAL","5","2","1","0"
"197","3","VERBAL","6","2","1","0"
"198","3","VERBAL","7","2","0","0"
"199","3","VERBAL","8","2","1","0"
"200","3","VERBAL","9","2","1","0"
"201","3","VISUAL","0","21","1","1"
"202","3","VISUAL","1","17","1","1"
"203","3","VISUAL","2","14","1","1"
"204","3","VISUAL","3","13","1","1"
"205","3","VISUAL","4","11","0","1"
"206","3","VISUAL","5","16","1","1"
"207","3","VISUAL","6","12","1","1"
"208","3","VISUAL","7","10","0","1"
"209","3","VISUAL","8","13","0","1"
"210","3","VISUAL","9","15","1","1"
"211","3","VISUAL","10","11","0","1"
"212","3","VISUAL","11","11","0","1"
"213","3","VISUAL","12","16","0","1"
"214","3","VISUAL","13","23","0","1"
"215","3","VISUAL","14","15","1","1"
"216","3","VISUAL","0","20","1","0"
"217","3","VISUAL","1","20","1","0"
"218","3","VISUAL","2","20","1","0"
"219","3","VISUAL","3","20","0","0"
"220","3","VISUAL","4","20","1","0"
"221","3","VISUAL","5","20","1","0"
"222","3","VISUAL","6","20","1","0"
"223","3","VISUAL","7","20","1","0"
"224","3","VISUAL","8","20","1","0"
"225","3","VISUAL","9","20","1","0"
"226","4","KINESTHETIC","0","34","1","1"
"227","4","KINESTHETIC","1","40","0","1"
"228","4","KINESTHETIC","2","33","0","1"
"229","4","KINESTHETIC","3","27","0","1"
"230","4","KINESTHETIC","4","21","1","1"
"231","4","KINESTHETIC","5","21","1","1"
"232","4","KINESTHETIC","6","25","1","1"
"233","4","KINESTHETIC","7","23","1","1"
"234","4","KINESTHETIC","8","29","1","1"
"235","4","KINESTHETIC","9","24","1","1"
"236","4","KINESTHETIC","10","29","1","1"
"237","4","KINESTHETIC","11","27","1","1"
"238","4","KINESTHETIC","12","27","1","1"
"239","4","KINESTHETIC","13","25","1","1"
"240","4","KINESTHETIC","14","26","0","1"
"241","4","KINESTHETIC","0","28","0","0"
"242","4","KINESTHETIC","1","28","1","0"
"243","4","KINESTHETIC","2","28","1","0"
"244","4","KINESTHETIC","3","28","0","0"
"245","4","KINESTHETIC","4","28","1","0"
"246","4","KINESTHETIC","5","28","1","0"
"247","4","KINESTHETIC","6","28","0","0"
"248","4","KINESTHETIC","7","28","0","0"
"249","4","KINESTHETIC","8","28","1","0"
"250","4","KINESTHETIC","9","28","0","0"
"251","4","VERBAL","0","6","0","1"
"252","4","VERBAL","1","4","1","1"
"253","4","VERBAL","2","5","1","1"
"254","4","VERBAL","3","6","1","1"
"255","4","VERBAL","4","6","1","1"
"256","4","VERBAL","5","6","1","1"
"257","4","VERBAL","6","6","0","1"
"258","4","VERBAL","7","6","1","1"
"259","4","VERBAL","8","7","1","1"
"260","4","VERBAL","9","7","1","1"
"261","4","VERBAL","10","7","0","1"
"262","4","VERBAL","11","6","0","1"
"263","4","VERBAL","12","6","0","1"
"264","4","VERBAL","13","6","1","1"
"265","4","VERBAL","14","5","1","1"
"266","4","VERBAL","0","5","0","0"
"267","4","VERBAL","1","5","1","0"
"268","4","VERBAL","2","5","1","0"
"269","4","VERBAL","3","5","1","0"
"270","4","VERBAL","4","5","1","0"
"271","4","VERBAL","5","5","0","0"
"272","4","VERBAL","6","5","0","0"
"273","4","VERBAL","7","5","1","0"
"274","4","VERBAL","8","5","1","0"
"275","4","VERBAL","9","5","1","0"
"276","4","VISUAL","0","24","0","1"
"277","4","VISUAL","1","24","1","1"
"278","4","VISUAL","2","25","1","1"
"279","4","VISUAL","3","20","0","1"
"280","4","VISUAL","4","23","1","1"
"281","4","VISUAL","5","27","1","1"
"282","4","VISUAL","6","32","1","1"
"283","4","VISUAL","7","28","1","1"
"284","4","VISUAL","8","24","1","1"
"285","4","VISUAL","9","21","1","1"
"286","4","VISUAL","10","25","1","1"
"287","4","VISUAL","11","20","1","1"
"288","4","VISUAL","12","18","0","1"
"289","4","VISUAL","13","25","1","1"
"290","4","VISUAL","14","20","1","1"
"291","4","VISUAL","0","20","0","0"
"292","4","VISUAL","1","20","1","0"
"293","4","VISUAL","2","20","1","0"
"294","4","VISUAL","3","20","0","0"
"295","4","VISUAL","4","20","1","0"
"296","4","VISUAL","5","20","0","0"
"297","4","VISUAL","6","20","1","0"
"298","4","VISUAL","7","20","0","0"
"299","4","VISUAL","8","20","1","0"
"300","4","VISUAL","9","20","1","0"
"301","5","VISUAL","0","21","0","1"
"302","5","VISUAL","1","24","1","1"
"303","5","VISUAL","2","25","1","1"
"304","5","VISUAL","3","28","1","1"
"305","5","VISUAL","4","26","1","1"
"306","5","VISUAL","5","25","1","1"
"307","5","VISUAL","6","23","1","1"
"308","5","VISUAL","7","20","1","1"
"309","5","VISUAL","8","17","1","1"
"310","5","VISUAL","9","17","1","1"
"311","5","VISUAL","10","11","1","1"
"312","5","VISUAL","11","9","1","1"
"313","5","VISUAL","12","14","1","1"
"314","5","VISUAL","13","10","1","1"
"315","5","VISUAL","14","7","1","1"
"316","5","VISUAL","0","4","1","0"
"317","5","VISUAL","1","4","1","0"
"318","5","VISUAL","2","4","1","0"
"319","5","VISUAL","3","4","1","0"
"320","5","VISUAL","4","4","1","0"
"321","5","VISUAL","5","4","0","0"
"322","5","VISUAL","6","4","0","0"
"323","5","VISUAL","7","4","1","0"
"324","5","VISUAL","8","4","1","0"
"325","5","VISUAL","9","4","1","0"
"326","5","VERBAL","0","6","1","1"
"327","5","VERBAL","1","7","0","1"
"328","5","VERBAL","2","6","1","1"
"329","5","VERBAL","3","7","1","1"
"330","5","VERBAL","4","7","0","1"
"331","5","VERBAL","5","6","1","1"
"332","5","VERBAL","6","6","0","1"
"333","5","VERBAL","7","5","1","1"
"334","5","VERBAL","8","6","1","1"
"335","5","VERBAL","9","6","1","1"
"336","5","VERBAL","10","6","0","1"
"337","5","VERBAL","11","6","1","1"
"338","5","VERBAL","12","6","1","1"
"339","5","VERBAL","13","5","1","1"
"340","5","VERBAL","14","6","1","1"
"341","5","VERBAL","0","8","1","0"
"342","5","VERBAL","1","8","0","0"
"343","5","VERBAL","2","8","0","0"
"344","5","VERBAL","3","8","0","0"
"345","5","VERBAL","4","8","0","0"
"346","5","VERBAL","5","8","1","0"
"347","5","VERBAL","6","8","0","0"
"348","5","VERBAL","7","8","1","0"
"349","5","VERBAL","8","8","0","0"
"350","5","VERBAL","9","8","1","0"
"351","5","KINESTHETIC","0","32","0","1"
"352","5","KINESTHETIC","1","22","0","1"
"353","5","KINESTHETIC","2","18","0","1"
"354","5","KINESTHETIC","3","14","1","1"
"355","5","KINESTHETIC","4","19","1","1"
"356","5","KINESTHETIC","5","15","1","1"
"357","5","KINESTHETIC","6","13","1","1"
"358","5","KINESTHETIC","7","20","0","1"
"359","5","KINESTHETIC","8","20","1","1"
"360","5","KINESTHETIC","9","17","1","1"
"361","5","KINESTHETIC","10","18","1","1"
"362","5","KINESTHETIC","11","18","1","1"
"363","5","KINESTHETIC","12","16","1","1"
"364","5","KINESTHETIC","13","22","1","1"
"365","5","KINESTHETIC","14","17","1","1"
"366","5","KINESTHETIC","0","30","1","0"
"367","5","KINESTHETIC","1","30","0","0"
"368","5","KINESTHETIC","2","30","0","0"
"369","5","KINESTHETIC","3","30","1","0"
"370","5","KINESTHETIC","4","30","0","0"
"371","5","KINESTHETIC","5","30","0","0"
"372","5","KINESTHETIC","6","30","0","0"
"373","5","KINESTHETIC","7","30","0","0"
"374","5","KINESTHETIC","8","30","0","0"
"375","5","KINESTHETIC","9","30","0","0"
"376","6","VERBAL","0","5","1","1"
"377","6","VERBAL","1","6","1","1"
"378","6","VERBAL","2","6","0","1"
"379","6","VERBAL","3","6","0","1"
"380","6","VERBAL","4","5","1","1"
"381","6","VERBAL","5","6","1","1"
"382","6","VERBAL","6","5","1","1"
"383","6","VERBAL","7","5","1","1"
"384","6","VERBAL","8","5","0","1"
"385","6","VERBAL","9","6","1","1"
"386","6","VERBAL","10","6","1","1"
"387","6","VERBAL","11","5","1","1"
"388","6","VERBAL","12","5","1","1"
"389","6","VERBAL","13","6","0","1"
"390","6","VERBAL","14","6","0","1"
"391","6","VERBAL","0","5","1","0"
"392","6","VERBAL","1","5","0","0"
"393","6","VERBAL","2","5","1","0"
"394","6","VERBAL","3","5","0","0"
"395","6","VERBAL","4","5","1","0"
"396","6","VERBAL","5","5","0","0"
"397","6","VERBAL","6","5","0","0"
"398","6","VERBAL","7","5","1","0"
"399","6","VERBAL","8","5","1","0"
"400","6","VERBAL","9","5","1","0"
"401","6","VISUAL","0","26","1","1"
"402","6","VISUAL","1","21","1","1"
"403","6","VISUAL","2","18","0","1"
"404","6","VISUAL","3","24","1","1"
"405","6","VISUAL","4","22","1","1"
"406","6","VISUAL","5","22","1","1"
"407","6","VISUAL","6","18","0","1"
"408","6","VISUAL","7","14","1","1"
"409","6","VISUAL","8","16","0","1"
"410","6","VISUAL","9","16","1","1"
"411","6","VISUAL","10","25","1","1"
"412","6","VISUAL","11","20","1","1"
"413","6","VISUAL","12","18","1","1"
"414","6","VISUAL","13","20","1","1"
"415","6","VISUAL","14","19","0","1"
"416","6","VISUAL","0","15","1","0"
"417","6","VISUAL","1","15","1","0"
"418","6","VISUAL","2","15","1","0"
"419","6","VISUAL","3","15","1","0"
"420","6","VISUAL","4","15","1","0"
"421","6","VISUAL","5","15","1","0"
"422","6","VISUAL","6","15","1","0"
"423","6","VISUAL","7","15","1","0"
"424","6","VISUAL","8","15","1","0"
"425","6","VISUAL","9","15","1","0"
"426","6","KINESTHETIC","0","31","1","1"
"427","6","KINESTHETIC","1","41","1","1"
"428","6","KINESTHETIC","2","49","0","1"
"429","6","KINESTHETIC","3","40","0","1"
"430","6","KINESTHETIC","4","39","0","1"
"431","6","KINESTHETIC","5","36","1","1"
"432","6","KINESTHETIC","6","36","1","1"
"433","6","KINESTHETIC","7","37","0","1"
"434","6","KINESTHETIC","8","38","1","1"
"435","6","KINESTHETIC","9","40","0","1"
"436","6","KINESTHETIC","10","38","0","1"
"437","6","KINESTHETIC","11","34","0","1"
"438","6","KINESTHETIC","12","32","1","1"
"439","6","KINESTHETIC","13","35","1","1"
"440","6","KINESTHETIC","14","30","1","1"
"441","6","KINESTHETIC","0","32","1","0"
"442","6","KINESTHETIC","1","32","0","0"
"443","6","KINESTHETIC","2","32","1","0"
"444","6","KINESTHETIC","3","32","0","0"
"445","6","KINESTHETIC","4","32","1","0"
"446","6","KINESTHETIC","5","32","1","0"
"447","6","KINESTHETIC","6","32","1","0"
"448","6","KINESTHETIC","7","32","1","0"
"449","6","KINESTHETIC","8","32","1","0"
"450","6","KINESTHETIC","9","32","1","0"
"451","7","VERBAL","0","5","0","1"
"452","7","VERBAL","1","4","1","1"
"453","7","VERBAL","2","3","1","1"
"454","7","VERBAL","3","4","1","1"
"455","7","VERBAL","4","4","1","1"
"456","7","VERBAL","5","5","1","1"
"457","7","VERBAL","6","6","0","1"
"458","7","VERBAL","7","5","1","1"
"459","7","VERBAL","8","4","1","1"
"460","7","VERBAL","9","5","1","1"
"461","7","VERBAL","10","5","1","1"
"462","7","VERBAL","11","6","1","1"
"463","7","VERBAL","12","5","0","1"
"464","7","VERBAL","13","5","1","1"
"465","7","VERBAL","14","5","0","1"
"466","7","VERBAL","0","4","1","0"
"467","7","VERBAL","1","4","1","0"
"468","7","VERBAL","2","4","1","0"
"469","7","VERBAL","3","4","1","0"
"470","7","VERBAL","4","4","1","0"
"471","7","VERBAL","5","4","1","0"
"472","7","VERBAL","6","4","1","0"
"473","7","VERBAL","7","4","1","0"
"474","7","VERBAL","8","4","1","0"
"475","7","VERBAL","9","4","1","0"
"476","7","VISUAL","0","28","0","1"
"477","7","VISUAL","1","36","1","1"
"478","7","VISUAL","2","35","0","1"
"479","7","VISUAL","3","43","1","1"
"480","7","VISUAL","4","42","1","1"
"481","7","VISUAL","5","36","1","1"
"482","7","VISUAL","6","35","1","1"
"483","7","VISUAL","7","33","1","1"
"484","7","VISUAL","8","34","1","1"
"485","7","VISUAL","9","32","1","1"
"486","7","VISUAL","10","34","1","1"
"487","7","VISUAL","11","31","1","1"
"488","7","VISUAL","12","30","1","1"
"489","7","VISUAL","13","31","1","1"
"490","7","VISUAL","14","25","1","1"
"491","7","VISUAL","0","25","1","0"
"492","7","VISUAL","1","25","1","0"
"493","7","VISUAL","2","25","1","0"
"494","7","VISUAL","3","25","1","0"
"495","7","VISUAL","4","25","0","0"
"496","7","VISUAL","5","25","1","0"
"497","7","VISUAL","6","25","1","0"
"498","7","VISUAL","7","25","1","0"
"499","7","VISUAL","8","25","1","0"
"500","7","VISUAL","9","25","1","0"
"501","7","KINESTHETIC","0","30","0","1"
"502","7","KINESTHETIC","1","26","1","1"
"503","7","KINESTHETIC","2","25","1","1"
"504","7","KINESTHETIC","3","21","1","1"
"505","7","KINESTHETIC","4","24","1","1"
"506","7","KINESTHETIC","5","24","0","1"
"507","7","KINESTHETIC","6","22","1","1"
"508","7","KINESTHETIC","7","22","1","1"
"509","7","KINESTHETIC","8","24","0","1"
"510","7","KINESTHETIC","9","22","0","1"
"511","7","KINESTHETIC","10","19","1","1"
"512","7","KINESTHETIC","11","22","0","1"
"513","7","KINESTHETIC","12","19","0","1"
"514","7","KINESTHETIC","13","20","1","1"
"515","7","KINESTHETIC","14","14","1","1"
"516","7","KINESTHETIC","0","25","1","0"
"517","7","KINESTHETIC","1","25","1","0"
"518","7","KINESTHETIC","2","25","0","0"
"519","7","KINESTHETIC","3","25","0","0"
"520","7","KINESTHETIC","4","25","1","0"
"521","7","KINESTHETIC","5","25","1","0"
"522","7","KINESTHETIC","6","25","1","0"
"523","7","KINESTHETIC","7","25","0","0"
"524","7","KINESTHETIC","8","25","1","0"
"525","7","KINESTHETIC","9","25","0","0"
"526","8","VERBAL","0","4","1","1"
"527","8","VERBAL","1","6","1","1"
"528","8","VERBAL","2","7","1","1"
"529","8","VERBAL","3","9","0","1"
"530","8","VERBAL","4","8","0","1"
"531","8","VERBAL","5","6","1","1"
"532","8","VERBAL","6","7","1","1"
"533","8","VERBAL","7","6","0","1"
"534","8","VERBAL","8","8","0","1"
"535","8","VERBAL","9","6","1","1"
"536","8","VERBAL","10","6","1","1"
"537","8","VERBAL","11","7","1","1"
"538","8","VERBAL","12","6","1","1"
"539","8","VERBAL","13","7","0","1"
"540","8","VERBAL","14","7","0","1"
"541","8","VERBAL","0","6","1","0"
"542","8","VERBAL","1","6","1","0"
"543","8","VERBAL","2","6","1","0"
"544","8","VERBAL","3","6","1","0"
"545","8","VERBAL","4","6","0","0"
"546","8","VERBAL","5","6","0","0"
"547","8","VERBAL","6","6","1","0"
"548","8","VERBAL","7","6","0","0"
"549","8","VERBAL","8","6","0","0"
"550","8","VERBAL","9","6","0","0"
"551","8","KINESTHETIC","0","33","1","1"
"552","8","KINESTHETIC","1","41","1","1"
"553","8","KINESTHETIC","2","50","0","1"
"554","8","KINESTHETIC","3","38","0","1"
"555","8","KINESTHETIC","4","33","1","1"
"556","8","KINESTHETIC","5","36","1","1"
"557","8","KINESTHETIC","6","37","1","1"
"558","8","KINESTHETIC","7","38","0","1"
"559","8","KINESTHETIC","8","34","1","1"
"560","8","KINESTHETIC","9","38","1","1"
"561","8","KINESTHETIC","10","40","1","1"
"562","8","KINESTHETIC","11","37","1","1"
"563","8","KINESTHETIC","12","37","1","1"
"564","8","KINESTHETIC","13","32","1","1"
"565","8","KINESTHETIC","14","39","1","1"
"566","8","KINESTHETIC","0","38","0","0"
"567","8","KINESTHETIC","1","38","1","0"
"568","8","KINESTHETIC","2","38","1","0"
"569","8","KINESTHETIC","3","38","0","0"
"570","8","KINESTHETIC","4","38","1","0"
"571","8","KINESTHETIC","5","38","0","0"
"572","8","KINESTHETIC","6","38","1","0"
"573","8","KINESTHETIC","7","38","1","0"
"574","8","KINESTHETIC","8","38","1","0"
"575","8","KINESTHETIC","9","38","1","0"
"576","8","VISUAL","0","25","1","1"
"577","8","VISUAL","1","24","1","1"
"578","8","VISUAL","2","21","1","1"
"579","8","VISUAL","3","20","1","1"
"580","8","VISUAL","4","16","1","1"
"581","8","VISUAL","5","13","1","1"
"582","8","VISUAL","6","10","1","1"
"583","8","VISUAL","7","7","1","1"
"584","8","VISUAL","8","6","0","1"
"585","8","VISUAL","9","5","0","1"
"586","8","VISUAL","10","8","0","1"
"587","8","VISUAL","11","8","1","1"
"588","8","VISUAL","12","10","0","1"
"589","8","VISUAL","13","10","1","1"
"590","8","VISUAL","14","8","0","1"
"591","8","VISUAL","0","8","1","0"
"592","8","VISUAL","1","8","0","0"
"593","8","VISUAL","2","8","1","0"
"594","8","VISUAL","3","8","1","0"
"595","8","VISUAL","4","8","0","0"
"596","8","VISUAL","5","8","0","0"
"597","8","VISUAL","6","8","1","0"
"598","8","VISUAL","7","8","1","0"
"599","8","VISUAL","8","8","1","0"
"600","8","VISUAL","9","8","1","0"
"601","9","VERBAL","0","5","1","1"
"602","9","VERBAL","1","6","1","1"
"603","9","VERBAL","2","7","1","1"
"604","9","VERBAL","3","9","0","1"
"605","9","VERBAL","4","8","1","1"
"606","9","VERBAL","5","7","1","1"
"607","9","VERBAL","6","8","1","1"
"608","9","VERBAL","7","8","0","1"
"609","9","VERBAL","8","7","1","1"
"610","9","VERBAL","9","8","0","1"
"611","9","VERBAL","10","9","1","1"
"612","9","VERBAL","11","7","1","1"
"613","9","VERBAL","12","8","1","1"
"614","9","VERBAL","13","8","1","1"
"615","9","VERBAL","14","8","0","1"
"616","9","VERBAL","0","5","1","0"
"617","9","VERBAL","1","5","1","0"
"618","9","VERBAL","2","5","1","0"
"619","9","VERBAL","3","5","0","0"
"620","9","VERBAL","4","5","1","0"
"621","9","VERBAL","5","5","1","0"
"622","9","VERBAL","6","5","1","0"
"623","9","VERBAL","7","5","1","0"
"624","9","VERBAL","8","5","1","0"
"625","9","VERBAL","9","5","1","0"
"626","9","VISUAL","0","21","1","1"
"627","9","VISUAL","1","17","1","1"
"628","9","VISUAL","2","20","1","1"
"629","9","VISUAL","3","19","1","1"
"630","9","VISUAL","4","17","1","1"
"631","9","VISUAL","5","14","0","1"
"632","9","VISUAL","6","15","0","1"
"633","9","VISUAL","7","14","1","1"
"634","9","VISUAL","8","19","1","1"
"635","9","VISUAL","9","19","1","1"
"636","9","VISUAL","10","14","1","1"
"637","9","VISUAL","11","15","1","1"
"638","9","VISUAL","12","13","1","1"
"639","9","VISUAL","13","14","1","1"
"640","9","VISUAL","14","12","1","1"
"641","9","VISUAL","0","12","1","0"
"642","9","VISUAL","1","12","1","0"
"643","9","VISUAL","2","12","1","0"
"644","9","VISUAL","3","12","1","0"
"645","9","VISUAL","4","12","1","0"
"646","9","VISUAL","5","12","1","0"
"647","9","VISUAL","6","12","1","0"
"648","9","VISUAL","7","12","1","0"
"649","9","VISUAL","8","12","1","0"
"650","9","VISUAL","9","12","1","0"
"651","9","KINESTHETIC","0","31","1","1"
"652","9","KINESTHETIC","1","36","0","1"
"653","9","KINESTHETIC","2","30","0","1"
"654","9","KINESTHETIC","3","24","1","1"
"655","9","KINESTHETIC","4","24","1","1"
"656","9","KINESTHETIC","5","29","1","1"
"657","9","KINESTHETIC","6","30","0","1"
"658","9","KINESTHETIC","7","28","1","1"
"659","9","KINESTHETIC","8","27","1","1"
"660","9","KINESTHETIC","9","28","1","1"
"661","9","KINESTHETIC","10","26","0","1"
"662","9","KINESTHETIC","11","23","1","1"
"663","9","KINESTHETIC","12","30","0","1"
"664","9","KINESTHETIC","13","25","0","1"
"665","9","KINESTHETIC","14","20","1","1"
"666","9","KINESTHETIC","0","22","1","0"
"667","9","KINESTHETIC","1","22","0","0"
